id;tog;tid;BTR;km;spor;watt [kW]
32102;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:48;82;11,402;Nordgaaende;1960
32103;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:48;82;11,402;Nordgaaende;1960
32104;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:48;82;11,402;Nordgaaende;1960
32105;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:48;82;11,402;Nordgaaende;1960
32106;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:48;82;11,402;Nordgaaende;1960
32107;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:47;82;11,384;Nordgaaende;1972
32108;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:47;82;11,384;Nordgaaende;1972
32109;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:47;82;11,384;Nordgaaende;1972
32110;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:47;82;11,384;Nordgaaende;1972
32111;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:47;82;11,384;Nordgaaende;1972
32112;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:47;82;11,384;Nordgaaende;1972
32113;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:46;82;11,367;Nordgaaende;1967
32114;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:46;82;11,367;Nordgaaende;1967
32115;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:46;82;11,367;Nordgaaende;1967
32116;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:46;82;11,367;Nordgaaende;1967
32117;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:46;82;11,367;Nordgaaende;1967
32118;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:46;82;11,367;Nordgaaende;1967
32119;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:45;82;11,35;Nordgaaende;1958
32120;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:45;82;11,35;Nordgaaende;1958
32121;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:45;82;11,35;Nordgaaende;1958
32122;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:45;82;11,35;Nordgaaende;1958
32123;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:45;82;11,35;Nordgaaende;1958
32124;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:45;82;11,35;Nordgaaende;1958
32125;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:44;82;11,334;Nordgaaende;1945
32126;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:44;82;11,334;Nordgaaende;1945
32127;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:44;82;11,334;Nordgaaende;1945
32128;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:44;82;11,334;Nordgaaende;1945
32129;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:44;82;11,334;Nordgaaende;1945
32130;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:44;82;11,334;Nordgaaende;1945
32131;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:43;82;11,318;Nordgaaende;1933
32132;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:43;82;11,318;Nordgaaende;1933
32133;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:43;82;11,318;Nordgaaende;1933
32134;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:43;82;11,318;Nordgaaende;1933
32135;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:43;82;11,318;Nordgaaende;1933
32136;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:43;82;11,318;Nordgaaende;1933
32137;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:42;82;11,303;Nordgaaende;1936
32138;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:42;82;11,303;Nordgaaende;1936
32139;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:42;82;11,303;Nordgaaende;1936
32140;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:42;82;11,303;Nordgaaende;1936
32141;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:42;82;11,303;Nordgaaende;1936
32142;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:42;82;11,303;Nordgaaende;1936
32143;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:41;82;11,289;Nordgaaende;1936
32144;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:41;82;11,289;Nordgaaende;1936
32145;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:41;82;11,289;Nordgaaende;1936
32146;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:41;82;11,289;Nordgaaende;1936
32147;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:41;82;11,289;Nordgaaende;1936
32148;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:41;82;11,289;Nordgaaende;1936
32149;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:40;82;11,276;Nordgaaende;1926
32150;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:40;82;11,276;Nordgaaende;1926
32151;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:40;82;11,276;Nordgaaende;1926
32152;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:40;82;11,276;Nordgaaende;1926
32153;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:40;82;11,276;Nordgaaende;1926
32154;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:40;82;11,276;Nordgaaende;1926
32155;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:39;82;11,263;Nordgaaende;1641
32156;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:39;82;11,263;Nordgaaende;1641
32157;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:39;82;11,263;Nordgaaende;1641
32158;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:39;82;11,263;Nordgaaende;1641
32159;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:39;82;11,263;Nordgaaende;1641
32160;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:39;82;11,263;Nordgaaende;1641
32161;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:38;82;11,251;Nordgaaende;947
32162;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:38;82;11,251;Nordgaaende;947
32163;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:38;82;11,251;Nordgaaende;947
32164;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:38;82;11,251;Nordgaaende;947
32165;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:38;82;11,251;Nordgaaende;947
32166;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:38;82;11,251;Nordgaaende;947
32167;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:37;82;11,24;Nordgaaende;317
32168;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:37;82;11,24;Nordgaaende;317
32169;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:37;82;11,24;Nordgaaende;317
32170;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:37;82;11,24;Nordgaaende;317
32171;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:37;82;11,24;Nordgaaende;317
32172;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:37;82;11,24;Nordgaaende;317
32173;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:36;82;11,229;Nordgaaende;275
32174;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:36;82;11,229;Nordgaaende;275
32175;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:36;82;11,229;Nordgaaende;275
32176;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:36;82;11,229;Nordgaaende;275
32177;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:36;82;11,229;Nordgaaende;275
32178;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:36;82;11,229;Nordgaaende;275
32179;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:35;82;11,218;Nordgaaende;272
32180;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:35;82;11,218;Nordgaaende;272
32181;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:35;82;11,218;Nordgaaende;272
32182;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:35;82;11,218;Nordgaaende;272
32183;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:35;82;11,218;Nordgaaende;272
32184;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:35;82;11,218;Nordgaaende;272
32185;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:34;82;11,207;Nordgaaende;276
32186;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:34;82;11,207;Nordgaaende;276
32187;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:34;82;11,207;Nordgaaende;276
32188;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:34;82;11,207;Nordgaaende;276
32189;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:34;82;11,207;Nordgaaende;276
32190;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:34;82;11,207;Nordgaaende;276
32191;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:33;82;11,196;Nordgaaende;273
32192;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:33;82;11,196;Nordgaaende;273
32193;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:33;82;11,196;Nordgaaende;273
32194;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:33;82;11,196;Nordgaaende;273
32195;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:33;82;11,196;Nordgaaende;273
32196;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:33;82;11,196;Nordgaaende;273
32197;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:32;82;11,185;Nordgaaende;267
32198;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:32;82;11,185;Nordgaaende;267
32199;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:32;82;11,185;Nordgaaende;267
32200;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:32;82;11,185;Nordgaaende;267
32201;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:32;82;11,185;Nordgaaende;267
32202;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:32;82;11,185;Nordgaaende;267
32203;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:31;82;11,174;Nordgaaende;274
32204;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:31;82;11,174;Nordgaaende;274
32205;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:31;82;11,174;Nordgaaende;274
32206;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:31;82;11,174;Nordgaaende;274
32207;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:31;82;11,174;Nordgaaende;274
32208;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:31;82;11,174;Nordgaaende;274
32209;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:30;82;11,163;Nordgaaende;267
32210;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:30;82;11,163;Nordgaaende;267
32211;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:30;82;11,163;Nordgaaende;267
32212;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:30;82;11,163;Nordgaaende;267
32213;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:30;82;11,163;Nordgaaende;267
32214;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:30;82;11,163;Nordgaaende;267
32215;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:29;82;11,152;Nordgaaende;270
32216;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:29;82;11,152;Nordgaaende;270
32217;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:29;82;11,152;Nordgaaende;270
32218;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:29;82;11,152;Nordgaaende;270
32219;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:29;82;11,152;Nordgaaende;270
32220;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:29;82;11,152;Nordgaaende;270
32221;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:28;82;11,141;Nordgaaende;252
32222;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:28;82;11,141;Nordgaaende;252
32223;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:28;82;11,141;Nordgaaende;252
32224;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:28;82;11,141;Nordgaaende;252
32225;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:28;82;11,141;Nordgaaende;252
32226;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:28;82;11,141;Nordgaaende;252
32227;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:27;82;11,13;Nordgaaende;249
32228;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:27;82;11,13;Nordgaaende;249
32229;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:27;82;11,13;Nordgaaende;249
32230;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:27;82;11,13;Nordgaaende;249
32231;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:27;82;11,13;Nordgaaende;249
32232;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:27;82;11,13;Nordgaaende;249
32233;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:26;82;11,119;Nordgaaende;252
32234;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:26;82;11,119;Nordgaaende;252
32235;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:26;82;11,119;Nordgaaende;252
32236;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:26;82;11,119;Nordgaaende;252
32237;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:26;82;11,119;Nordgaaende;252
32238;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:26;82;11,119;Nordgaaende;252
32239;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:25;82;11,108;Nordgaaende;242
32240;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:25;82;11,108;Nordgaaende;242
32241;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:25;82;11,108;Nordgaaende;242
32242;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:25;82;11,108;Nordgaaende;242
32243;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:25;82;11,108;Nordgaaende;242
32244;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:25;82;11,108;Nordgaaende;242
32245;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:24;82;11,097;Nordgaaende;224
32246;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:24;82;11,097;Nordgaaende;224
32247;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:24;82;11,097;Nordgaaende;224
32248;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:24;82;11,097;Nordgaaende;224
32249;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:24;82;11,097;Nordgaaende;224
32250;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:24;82;11,097;Nordgaaende;224
32251;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:23;82;11,086;Nordgaaende;193
32252;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:23;82;11,086;Nordgaaende;193
32253;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:23;82;11,086;Nordgaaende;193
32254;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:23;82;11,086;Nordgaaende;193
32255;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:23;82;11,086;Nordgaaende;193
32256;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:23;82;11,086;Nordgaaende;193
32257;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:22;82;11,075;Nordgaaende;198
32258;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:22;82;11,075;Nordgaaende;198
32259;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:22;82;11,075;Nordgaaende;198
32260;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:22;82;11,075;Nordgaaende;198
32261;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:22;82;11,075;Nordgaaende;198
32262;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:22;82;11,075;Nordgaaende;198
32263;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:21;82;11,064;Nordgaaende;148
32264;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:21;82;11,064;Nordgaaende;148
32265;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:21;82;11,064;Nordgaaende;148
32266;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:21;82;11,064;Nordgaaende;148
32267;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:21;82;11,064;Nordgaaende;148
32268;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:21;82;11,064;Nordgaaende;148
32269;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:20;82;11,053;Nordgaaende;122
32270;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:20;82;11,053;Nordgaaende;122
32271;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:20;82;11,053;Nordgaaende;122
32272;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:20;82;11,053;Nordgaaende;122
32273;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:20;82;11,053;Nordgaaende;122
32274;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:20;82;11,053;Nordgaaende;122
32275;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:19;82;11,042;Nordgaaende;73
32276;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:19;82;11,042;Nordgaaende;73
32277;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:19;82;11,042;Nordgaaende;73
32278;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:19;82;11,042;Nordgaaende;73
32279;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:19;82;11,042;Nordgaaende;73
32280;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:19;82;11,042;Nordgaaende;73
32281;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:18;82;11,031;Nordgaaende;103
32282;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:18;82;11,031;Nordgaaende;103
32283;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:18;82;11,031;Nordgaaende;103
32284;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:18;82;11,031;Nordgaaende;103
32285;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:18;82;11,031;Nordgaaende;103
32286;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:18;82;11,031;Nordgaaende;103
32287;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:17;82;11,02;Nordgaaende;103
32288;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:17;82;11,02;Nordgaaende;103
32289;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:17;82;11,02;Nordgaaende;103
32290;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:17;82;11,02;Nordgaaende;103
32291;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:17;82;11,02;Nordgaaende;103
32292;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:17;82;11,02;Nordgaaende;103
32293;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:16;82;11,009;Nordgaaende;142
32294;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:16;82;11,009;Nordgaaende;142
32295;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:16;82;11,009;Nordgaaende;142
32296;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:16;82;11,009;Nordgaaende;142
32297;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:16;82;11,009;Nordgaaende;142
32298;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:16;82;11,009;Nordgaaende;142
32299;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:15;82;10,998;Nordgaaende;141
32300;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:15;82;10,998;Nordgaaende;141
32301;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:15;82;10,998;Nordgaaende;141
32302;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:15;82;10,998;Nordgaaende;141
32303;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:15;82;10,998;Nordgaaende;141
32304;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:15;82;10,998;Nordgaaende;141
32305;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:14;82;10,987;Nordgaaende;141
32306;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:14;82;10,987;Nordgaaende;141
32307;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:14;82;10,987;Nordgaaende;141
32308;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:14;82;10,987;Nordgaaende;141
32309;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:14;82;10,987;Nordgaaende;141
32310;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:14;82;10,987;Nordgaaende;141
32311;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:13;82;10,976;Nordgaaende;198
32312;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:13;82;10,976;Nordgaaende;198
32313;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:13;82;10,976;Nordgaaende;198
32314;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:13;82;10,976;Nordgaaende;198
32315;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:13;82;10,976;Nordgaaende;198
32316;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:13;82;10,976;Nordgaaende;198
32317;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:12;82;10,965;Nordgaaende;187
32318;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:12;82;10,965;Nordgaaende;187
32319;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:12;82;10,965;Nordgaaende;187
32320;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:12;82;10,965;Nordgaaende;187
32321;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:12;82;10,965;Nordgaaende;187
32322;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:12;82;10,965;Nordgaaende;187
32323;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:11;82;10,954;Nordgaaende;80
32324;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:11;82;10,954;Nordgaaende;80
32325;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:11;82;10,954;Nordgaaende;80
32326;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:11;82;10,954;Nordgaaende;80
32327;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:11;82;10,954;Nordgaaende;80
32328;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:11;82;10,954;Nordgaaende;80
32329;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:10;82;10,943;Nordgaaende;29
32330;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:10;82;10,943;Nordgaaende;29
32331;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:10;82;10,943;Nordgaaende;29
32332;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:10;82;10,943;Nordgaaende;29
32333;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:10;82;10,943;Nordgaaende;29
32334;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:10;82;10,943;Nordgaaende;29
32335;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:09;82;10,932;Nordgaaende;32
32336;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:09;82;10,932;Nordgaaende;32
32337;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:09;82;10,932;Nordgaaende;32
32338;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:09;82;10,932;Nordgaaende;32
32339;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:09;82;10,932;Nordgaaende;32
32340;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:09;82;10,932;Nordgaaende;32
32341;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:08;82;10,921;Nordgaaende;54
32342;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:08;82;10,921;Nordgaaende;54
32343;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:08;82;10,921;Nordgaaende;54
32344;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:08;82;10,921;Nordgaaende;54
32345;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:08;82;10,921;Nordgaaende;54
32346;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:08;82;10,921;Nordgaaende;54
32347;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:07;82;10,91;Nordgaaende;59
32348;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:07;82;10,91;Nordgaaende;59
32349;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:07;82;10,91;Nordgaaende;59
32350;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:07;82;10,91;Nordgaaende;59
32351;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:07;82;10,91;Nordgaaende;59
32352;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:07;82;10,91;Nordgaaende;59
32353;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:06;82;10,899;Nordgaaende;24
32354;+10Tognummer 612135, Hundige-Hilleroed, SA-8204;12:10:06;82;10,899;Nordgaaende;24
32355;+20Tognummer 612135, Hundige-Hilleroed, SA-8204;12:20:06;82;10,899;Nordgaaende;24
32356;+30Tognummer 612135, Hundige-Hilleroed, SA-8204;12:30:06;82;10,899;Nordgaaende;24
32357;+40Tognummer 612135, Hundige-Hilleroed, SA-8204;12:40:06;82;10,899;Nordgaaende;24
32358;+50Tognummer 612135, Hundige-Hilleroed, SA-8204;12:50:06;82;10,899;Nordgaaende;24
32359;1Tognummer 612135, Hundige-Hilleroed, SA-8204;12:00:05;82;10,888;Nordgaaende;27
